Entity Name	Entity type	Gene Symbol	Sources	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
GPIAP1	gene	GPIAP1	HMF_fusions	HMF_fusions			Other																												
GTF2I	gene	GTF2I	HMF_fusions	HMF_fusions			Other																												
HACL1	gene	HACL1	HMF_fusions	HMF_fusions			Other																												
HAS2	gene	HAS2	HMF_fusions	HMF_fusions			Other																												
HERPUD1	gene	HERPUD1	HMF_fusions	HMF_fusions			Other																												
HEY1	gene	HEY1	HMF_fusions	HMF_fusions			Other																												
HIP1	gene	HIP1	HMF_fusions	HMF_fusions			Other																												
HLA-A	gene	HLA-A	HMF_fusions	HMF_fusions			Other																												
HMGA2	gene	HMGA2	HMF_fusions	HMF_fusions			Other																												
HN1	gene	HN1	HMF_fusions	HMF_fusions			Other																												
HNRNPA2B1	gene	HNRNPA2B1	HMF_fusions	HMF_fusions			Other																												
HOOK3	gene	HOOK3	HMF_fusions	HMF_fusions			Other																												
IGK	gene	IGK	HMF_fusions	HMF_fusions			Other																												
IGL	gene	IGL	HMF_fusions	HMF_fusions			Other																												
IL6R	gene	IL6R	HMF_fusions	HMF_fusions			Other																												
INTS4	gene	INTS4	HMF_fusions	HMF_fusions			Other																												
IRF2BP2	gene	IRF2BP2	HMF_fusions	HMF_fusions			Other																												
JAZF1	gene	JAZF1	HMF_fusions	HMF_fusions			Other																												
KANK1	gene	KANK1	HMF_fusions	HMF_fusions			Other																												
KDELR2	gene	KDELR2	HMF_fusions	HMF_fusions			Other																												
KDR	gene	KDR	HMF_fusions	HMF_fusions			Other																												
KIAA1509	gene	KIAA1509	HMF_fusions	HMF_fusions			Other																												
KIAA1549	gene	KIAA1549	HMF_fusions	HMF_fusions			Other																												
KIAA1598	gene	KIAA1598	HMF_fusions	HMF_fusions			Other																												
KIF5B	gene	KIF5B	HMF_fusions	HMF_fusions			Other																												
KLC1	gene	KLC1	HMF_fusions	HMF_fusions			Other																												
KLK2	gene	KLK2	HMF_fusions	HMF_fusions			Other																												
KMT2A	gene	KMT2A	HMF_fusions	HMF_fusions			Other																												
KTN1	gene	KTN1	HMF_fusions	HMF_fusions			Other																												
LIFR	gene	LIFR	HMF_fusions	HMF_fusions			Other																												
LIMA1	gene	LIMA1	HMF_fusions	HMF_fusions			Other																												
LMNA	gene	LMNA	HMF_fusions	HMF_fusions			Other																												
LRIG3	gene	LRIG3	HMF_fusions	HMF_fusions			Other																												
LSM14A	gene	LSM14A	HMF_fusions	HMF_fusions			Other																												
MAGI3	gene	MAGI3	HMF_fusions	HMF_fusions			Other																												
MARK4	gene	MARK4	HMF_fusions	HMF_fusions			Other																												
MBOAT2	gene	MBOAT2	HMF_fusions	HMF_fusions			Other																												
MBTD1	gene	MBTD1	HMF_fusions	HMF_fusions			Other																												
MEAF6	gene	MEAF6	HMF_fusions	HMF_fusions			Other																												
MEF2D	gene	MEF2D	HMF_fusions	HMF_fusions			Other																												
MIR143	gene	MIR143	HMF_fusions	HMF_fusions			Other																												
MKRN1	gene	MKRN1	HMF_fusions	HMF_fusions			Other																												
MLL	gene	MLL	HMF_fusions	HMF_fusions			Other																												
MOZ	gene	MOZ	HMF_fusions	HMF_fusions			Other																												
MPRIP	gene	MPRIP	HMF_fusions	HMF_fusions			Other																												
MSN	gene	MSN	HMF_fusions	HMF_fusions			Other																												
MYB	gene	MYB	HMF_fusions	HMF_fusions			Other																												
MYO5A	gene	MYO5A	HMF_fusions	HMF_fusions			Other																												
NAB2	gene	NAB2	HMF_fusions	HMF_fusions			Other																												
NACC2	gene	NACC2	HMF_fusions	HMF_fusions			Other																												
NCOA4	gene	NCOA4	HMF_fusions	HMF_fusions			Other																												
NDRG1	gene	NDRG1	HMF_fusions	HMF_fusions			Other																												
NF1	gene	NF1	HMF_fusions	HMF_fusions			Other																												
